image_file,image_index,true_label,model,predicted_label,correct,confidence,true_label_score,confidence_gap,top1,top2,top3,prob_Center,prob_Loc,prob_Edge_Ring,prob_Edge_Loc,prob_Scratch,prob_Random,prob_Donut,prob_Near_full
105_Random.png,105,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105_Random.png,105,Random,Seg → CLF,Edge-Ring,False,1.0,0.9939,0.0061,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.6004,1.0,0.9902,0.001,0.9939,1.0,1.0
106_Random.png,106,Random,Best CNN + Aug,Near-full,False,0.7652,0.0,0.7652,Near-full(0.765),Edge-Loc(0.111),Donut(0.102),0.0,0.0212,0.0,0.1114,0.0,0.0,0.102,0.7652
106_Random.png,106,Random,Best CNN,Near-full,False,0.8562,0.0,0.8562,Near-full(0.856),Edge-Loc(0.091),Donut(0.037),0.0,0.0155,0.0,0.0911,0.0,0.0,0.0371,0.8562
106_Random.png,106,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106_Random.png,106,Random,Seg → CLF,Edge-Ring,False,1.0,0.9955,0.0045,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9988,1.0,0.9989,0.0083,0.9955,1.0,1.0
107_Random.png,107,Random,Best CNN + Aug,Donut,False,0.4059,0.0413,0.3646,Donut(0.406),Edge-Loc(0.356),Near-full(0.111),0.0036,0.0793,0.0002,0.356,0.0,0.0413,0.4059,0.1113
107_Random.png,107,Random,Best CNN,Donut,False,0.4702,0.0267,0.4435,Donut(0.470),Edge-Loc(0.411),Near-full(0.064),0.0056,0.0216,0.0,0.411,0.0,0.0267,0.4702,0.0642
107_Random.png,107,Random,Fullstack,Random,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107_Random.png,107,Random,Seg → CLF,Edge-Ring,False,1.0,0.9973,0.0027,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.804,1.0,0.8041,0.004,0.9973,1.0,1.0
108_Random.png,108,Random,Best CNN + Aug,Near-full,False,0.5568,0.0002,0.5566,Near-full(0.557),Edge-Loc(0.300),Donut(0.124),0.0002,0.0182,0.0,0.3,0.0,0.0002,0.1239,0.5568
108_Random.png,108,Random,Best CNN,Edge-Loc,False,0.6238,0.0001,0.6237,Edge-Loc(0.624),Near-full(0.293),Donut(0.072),0.0006,0.0103,0.0,0.6238,0.0,0.0001,0.0719,0.293
108_Random.png,108,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108_Random.png,108,Random,Seg → CLF,Edge-Ring,False,1.0,0.9874,0.0126,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9997,0.6111,0.9874,1.0,1.0
109_Random.png,109,Random,Best CNN + Aug,Donut,False,0.4834,0.0626,0.4208,Donut(0.483),Edge-Loc(0.324),Loc(0.065),0.0034,0.0645,0.0004,0.3242,0.0001,0.0626,0.4834,0.0546
109_Random.png,109,Random,Best CNN,Donut,False,0.546,0.1065,0.4395,Donut(0.546),Edge-Loc(0.310),Random(0.106),0.0021,0.0057,0.0,0.3099,0.0,0.1065,0.546,0.0215
109_Random.png,109,Random,Fullstack,Edge-Loc,False,0.4203,0.0173,0.403,Edge-Loc(0.420),Scratch(0.114),Center(0.035),0.0352,0.0172,0.0017,0.4203,0.1142,0.0173,0.0063,0.0019
109_Random.png,109,Random,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10_Center.png,10,Center,Best CNN + Aug,Near-full,False,0.8121,0.0,0.8121,Near-full(0.812),Edge-Loc(0.091),Donut(0.061),0.0,0.0307,0.0,0.0915,0.0,0.0,0.0613,0.8121
10_Center.png,10,Center,Best CNN,Near-full,False,0.7958,0.0,0.7958,Near-full(0.796),Donut(0.122),Edge-Loc(0.074),0.0,0.0076,0.0,0.0742,0.0,0.0,0.1222,0.7958
10_Center.png,10,Center,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_Center.png,10,Center,Seg → CLF,Center,True,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9837,0.9995,1.0,1.0
110_Random.png,110,Random,Best CNN + Aug,Donut,False,0.4554,0.0034,0.452,Donut(0.455),Edge-Loc(0.259),Near-full(0.210),0.0002,0.0685,0.0002,0.259,0.0,0.0034,0.4554,0.2097
110_Random.png,110,Random,Best CNN,Near-full,False,0.7615,0.0003,0.7612,Near-full(0.761),Edge-Loc(0.150),Donut(0.074),0.0001,0.0135,0.0,0.1503,0.0,0.0003,0.0742,0.7615
110_Random.png,110,Random,Fullstack,Edge-Loc,False,0.0193,0.0015,0.0178,Edge-Loc(0.019),Scratch(0.004),Random(0.002),0.0014,0.0009,0.0001,0.0193,0.0037,0.0015,0.0002,0.0002
110_Random.png,110,Random,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9971,1.0,1.0,1.0
111_Random.png,111,Random,Best CNN + Aug,Edge-Loc,False,0.8469,0.0294,0.8175,Edge-Loc(0.847),Donut(0.118),Random(0.029),0.0031,0.0019,0.0,0.8469,0.0,0.0294,0.1184,0.0001
111_Random.png,111,Random,Best CNN,Random,True,0.4348,0.4348,0.0,Random(0.435),Edge-Loc(0.278),Donut(0.271),0.006,0.0105,0.0,0.2776,0.0,0.4348,0.2705,0.0003
111_Random.png,111,Random,Fullstack,Random,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_Random.png,111,Random,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112_Random.png,112,Random,Best CNN + Aug,Donut,False,0.4536,0.0104,0.4432,Donut(0.454),Edge-Loc(0.337),Near-full(0.122),0.0006,0.0708,0.0002,0.3374,0.0,0.0104,0.4536,0.1225
112_Random.png,112,Random,Best CNN,Edge-Loc,False,0.4126,0.0088,0.4038,Edge-Loc(0.413),Donut(0.401),Near-full(0.162),0.0019,0.0115,0.0,0.4126,0.0,0.0088,0.4013,0.162
112_Random.png,112,Random,Fullstack,Random,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_Random.png,112,Random,Seg → CLF,Center,False,1.0,0.9994,0.0006,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9999,1.0,0.9984,0.7141,0.9994,1.0,1.0
113_Random.png,113,Random,Best CNN + Aug,Near-full,False,0.897,0.0,0.897,Near-full(0.897),Edge-Loc(0.053),Donut(0.038),0.0,0.0104,0.0,0.0535,0.0,0.0,0.0384,0.897
113_Random.png,113,Random,Best CNN,Near-full,False,0.6734,0.0,0.6734,Near-full(0.673),Edge-Loc(0.172),Donut(0.136),0.0,0.0186,0.0,0.1722,0.0,0.0,0.1357,0.6734
113_Random.png,113,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_Random.png,113,Random,Seg → CLF,Center,False,1.0,0.999,0.001,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.964,0.999,1.0,1.0
114_Random.png,114,Random,Best CNN + Aug,Donut,False,0.3386,0.0082,0.3304,Donut(0.339),Edge-Loc(0.294),Near-full(0.247),0.0007,0.1047,0.001,0.2945,0.0,0.0082,0.3386,0.247
114_Random.png,114,Random,Best CNN,Donut,False,0.723,0.0001,0.7229,Donut(0.723),Near-full(0.164),Edge-Loc(0.104),0.0001,0.0081,0.0,0.1043,0.0,0.0001,0.723,0.1641
114_Random.png,114,Random,Fullstack,Edge-Loc,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_Random.png,114,Random,Seg → CLF,Center,False,1.0,0.9999,0.0001,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9424,0.9999,1.0,1.0
115_Random.png,115,Random,Best CNN + Aug,Edge-Loc,False,0.7376,0.0022,0.7354,Edge-Loc(0.738),Donut(0.172),Near-full(0.079),0.0006,0.0059,0.0,0.7376,0.0,0.0022,0.1719,0.0785
115_Random.png,115,Random,Best CNN,Edge-Loc,False,0.7432,0.0001,0.7431,Edge-Loc(0.743),Donut(0.197),Near-full(0.058),0.0004,0.001,0.0,0.7432,0.0,0.0001,0.197,0.0581
115_Random.png,115,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_Random.png,115,Random,Seg → CLF,Edge-Ring,False,1.0,0.9945,0.0055,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,0.9917,0.8213,0.9945,1.0,1.0
116_Random.png,116,Random,Best CNN + Aug,Edge-Loc,False,0.418,0.019,0.399,Edge-Loc(0.418),Donut(0.304),Near-full(0.137),0.0009,0.1192,0.0002,0.418,0.0,0.019,0.3041,0.1372
116_Random.png,116,Random,Best CNN,Donut,False,0.3469,0.3148,0.0321,Donut(0.347),Random(0.315),Near-full(0.133),0.0008,0.1291,0.0001,0.0755,0.0,0.3148,0.3469,0.1327
116_Random.png,116,Random,Fullstack,Random,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116_Random.png,116,Random,Seg → CLF,Edge-Ring,False,1.0,0.9866,0.0134,Edge-Ring(1.000),Donut(1.000),Near-full(1.000),0.8844,0.0015,1.0,0.0803,0.0,0.9866,1.0,1.0
117_Random.png,117,Random,Best CNN + Aug,Edge-Loc,False,0.4479,0.0066,0.4413,Edge-Loc(0.448),Near-full(0.298),Donut(0.200),0.0011,0.0444,0.0,0.4479,0.0,0.0066,0.2003,0.2983
117_Random.png,117,Random,Best CNN,Donut,False,0.5814,0.0054,0.576,Donut(0.581),Edge-Loc(0.200),Near-full(0.193),0.0115,0.0091,0.0,0.1995,0.0,0.0054,0.5814,0.1931
117_Random.png,117,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117_Random.png,117,Random,Seg → CLF,Edge-Ring,False,1.0,0.9953,0.0047,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.6862,1.0,0.9834,0.0073,0.9953,1.0,1.0
118_Random.png,118,Random,Best CNN + Aug,Near-full,False,0.7862,0.0,0.7862,Near-full(0.786),Donut(0.106),Edge-Loc(0.092),0.0,0.0157,0.0,0.0919,0.0,0.0,0.106,0.7862
118_Random.png,118,Random,Best CNN,Near-full,False,0.4882,0.0001,0.4881,Near-full(0.488),Donut(0.310),Edge-Loc(0.156),0.0001,0.0456,0.0,0.1556,0.0,0.0001,0.3104,0.4882
118_Random.png,118,Random,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118_Random.png,118,Random,Seg → CLF,Edge-Ring,False,1.0,0.9849,0.0151,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9811,1.0,0.9873,0.0036,0.9849,1.0,1.0
119_Random.png,119,Random,Best CNN + Aug,Donut,False,0.3566,0.0028,0.3538,Donut(0.357),Edge-Loc(0.321),Near-full(0.236),0.0002,0.0824,0.0001,0.3206,0.0,0.0028,0.3566,0.2365
119_Random.png,119,Random,Best CNN,Donut,False,0.594,0.1265,0.4675,Donut(0.594),Loc(0.166),Random(0.127),0.0005,0.1664,0.0,0.0627,0.0,0.1265,0.594,0.0499
119_Random.png,119,Random,Fullstack,Random,True,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119_Random.png,119,Random,Seg → CLF,Edge-Ring,False,1.0,0.9867,0.0133,Edge-Ring(1.000),Donut(1.000),Near-full(1.000),0.9805,0.0049,1.0,0.053,0.0,0.9867,1.0,1.0
11_Center.png,11,Center,Best CNN + Aug,Edge-Loc,False,0.6637,0.0021,0.6616,Edge-Loc(0.664),Donut(0.257),Near-full(0.039),0.0021,0.0131,0.0,0.6637,0.0,0.0209,0.2569,0.0392
11_Center.png,11,Center,Best CNN,Donut,False,0.698,0.003,0.695,Donut(0.698),Edge-Loc(0.199),Near-full(0.035),0.003,0.0014,0.0,0.1994,0.0,0.0034,0.698,0.0345
11_Center.png,11,Center,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_Center.png,11,Center,Seg → CLF,Center,True,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9894,0.9991,1.0,1.0
120_Scratch.png,120,Scratch,Best CNN + Aug,Edge-Loc,False,0.8569,0.0,0.8569,Edge-Loc(0.857),Donut(0.067),Near-full(0.049),0.0004,0.0185,0.0,0.8569,0.0,0.002,0.0669,0.0486
120_Scratch.png,120,Scratch,Best CNN,Edge-Loc,False,0.6244,0.0,0.6244,Edge-Loc(0.624),Donut(0.322),Near-full(0.050),0.0,0.0039,0.0,0.6244,0.0,0.0,0.3217,0.0498
120_Scratch.png,120,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120_Scratch.png,120,Scratch,Seg → CLF,Edge-Ring,False,1.0,0.0725,0.9275,Center(1.000),Edge-Ring(1.000),Donut(1.000),1.0,0.9959,1.0,0.9976,0.0725,0.9919,1.0,1.0
121_Scratch.png,121,Scratch,Best CNN + Aug,Edge-Loc,False,0.8224,0.0,0.8224,Edge-Loc(0.822),Donut(0.100),Near-full(0.041),0.0006,0.0228,0.0,0.8224,0.0,0.0039,0.1001,0.041
121_Scratch.png,121,Scratch,Best CNN,Edge-Loc,False,0.5916,0.0,0.5916,Edge-Loc(0.592),Donut(0.283),Near-full(0.120),0.0001,0.0025,0.0,0.5916,0.0,0.0,0.2833,0.1201
121_Scratch.png,121,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121_Scratch.png,121,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9988,1.0,1.0
122_Scratch.png,122,Scratch,Best CNN + Aug,Edge-Loc,False,0.9049,0.0,0.9049,Edge-Loc(0.905),Donut(0.062),Loc(0.015),0.0005,0.0153,0.0,0.9049,0.0,0.0083,0.0622,0.0052
122_Scratch.png,122,Scratch,Best CNN,Edge-Loc,False,0.7867,0.0,0.7867,Edge-Loc(0.787),Donut(0.202),Near-full(0.007),0.0001,0.0042,0.0,0.7867,0.0,0.0005,0.2016,0.0067
122_Scratch.png,122,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122_Scratch.png,122,Scratch,Seg → CLF,Center,False,1.0,0.9999,0.0001,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9999,0.9991,1.0,1.0
123_Scratch.png,123,Scratch,Best CNN + Aug,Edge-Loc,False,0.9204,0.0,0.9204,Edge-Loc(0.920),Donut(0.044),Random(0.016),0.0008,0.0137,0.0,0.9204,0.0,0.0159,0.044,0.0028
123_Scratch.png,123,Scratch,Best CNN,Edge-Loc,False,0.7657,0.0,0.7657,Edge-Loc(0.766),Donut(0.231),Loc(0.003),0.0,0.0026,0.0,0.7657,0.0,0.0001,0.2313,0.0003
123_Scratch.png,123,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_Scratch.png,123,Scratch,Seg → CLF,Center,False,1.0,0.9968,0.0032,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9968,0.9967,1.0,1.0
124_Scratch.png,124,Scratch,Best CNN + Aug,Near-full,False,0.6555,0.0,0.6555,Near-full(0.655),Edge-Loc(0.195),Donut(0.130),0.0,0.0155,0.0,0.1953,0.0,0.0001,0.1301,0.6555
124_Scratch.png,124,Scratch,Best CNN,Near-full,False,0.8619,0.0,0.8619,Near-full(0.862),Donut(0.097),Edge-Loc(0.040),0.0,0.0011,0.0,0.0397,0.0,0.0,0.0972,0.8619
124_Scratch.png,124,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124_Scratch.png,124,Scratch,Seg → CLF,Center,False,1.0,0.9948,0.0052,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9948,0.9981,1.0,1.0
125_Scratch.png,125,Scratch,Best CNN + Aug,Edge-Loc,False,0.8946,0.0,0.8946,Edge-Loc(0.895),Donut(0.054),Loc(0.024),0.0005,0.0241,0.0,0.8946,0.0,0.0057,0.0539,0.0164
125_Scratch.png,125,Scratch,Best CNN,Edge-Loc,False,0.5387,0.0,0.5387,Edge-Loc(0.539),Donut(0.451),Loc(0.006),0.0,0.0062,0.0,0.5387,0.0,0.0,0.4512,0.0037
125_Scratch.png,125,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125_Scratch.png,125,Scratch,Seg → CLF,Center,False,1.0,0.9906,0.0094,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9906,0.9958,1.0,1.0
126_Scratch.png,126,Scratch,Best CNN + Aug,Edge-Loc,False,0.7998,0.0,0.7998,Edge-Loc(0.800),Donut(0.129),Loc(0.035),0.0002,0.0345,0.0,0.7998,0.0,0.0019,0.1286,0.0313
126_Scratch.png,126,Scratch,Best CNN,Edge-Loc,False,0.3628,0.0,0.3628,Edge-Loc(0.363),Donut(0.324),Near-full(0.303),0.0,0.0098,0.0,0.3628,0.0,0.0,0.3243,0.3029
126_Scratch.png,126,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126_Scratch.png,126,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,0.9998,1.0,1.0
127_Scratch.png,127,Scratch,Best CNN + Aug,Edge-Loc,False,0.8865,0.0,0.8865,Edge-Loc(0.886),Donut(0.079),Loc(0.015),0.0007,0.0147,0.0,0.8865,0.0,0.0107,0.079,0.0043
127_Scratch.png,127,Scratch,Best CNN,Edge-Loc,False,0.6104,0.0,0.6104,Edge-Loc(0.610),Donut(0.386),Near-full(0.002),0.0001,0.001,0.0,0.6104,0.0,0.0001,0.3863,0.0021
127_Scratch.png,127,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127_Scratch.png,127,Scratch,Seg → CLF,Center,False,1.0,1.0,0.0,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128_Scratch.png,128,Scratch,Best CNN + Aug,Near-full,False,0.3832,0.0,0.3832,Near-full(0.383),Edge-Loc(0.380),Donut(0.211),0.0002,0.0226,0.0,0.3804,0.0,0.0005,0.2107,0.3832
128_Scratch.png,128,Scratch,Best CNN,Near-full,False,0.7236,0.0,0.7236,Near-full(0.724),Edge-Loc(0.185),Donut(0.091),0.0,0.0008,0.0,0.1847,0.0,0.0,0.0907,0.7236
128_Scratch.png,128,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128_Scratch.png,128,Scratch,Seg → CLF,Center,False,1.0,0.9993,0.0007,Center(1.000),Loc(1.000),Edge-Ring(1.000),1.0,1.0,1.0,1.0,0.9993,0.9987,1.0,1.0
129_Scratch.png,129,Scratch,Best CNN + Aug,Edge-Loc,False,0.7296,0.0,0.7296,Edge-Loc(0.730),Donut(0.148),Near-full(0.064),0.0004,0.044,0.0001,0.7296,0.0,0.0046,0.148,0.0643
129_Scratch.png,129,Scratch,Best CNN,Edge-Loc,False,0.6902,0.0,0.6902,Edge-Loc(0.690),Donut(0.286),Near-full(0.023),0.0,0.001,0.0,0.6902,0.0,0.0,0.2857,0.0231
129_Scratch.png,129,Scratch,Fullstack,Near-full,False,0.0,0.0,0.0,Center(0.000),Loc(0.000),Edge-Ring(0.000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
